generation,cell,birth,white (end),green (end),round (start),cell division,cell death,cell lost,überlebt,TRAIL,video end,,
1,402.2,92,111,161,161,161,,,1,74,193,,
2,402.11,157,,,,,,,1,74,193,,
2,402.12,157,,,,,,,1,74,193,,
2,402.21,161,,,,,,,1,74,193,,
2,402.22,161,,,,,,,1,74,193,,
0,403,,55,101,101,101,,,1,74,193,,
1,403.1,101,134,171,171,171,,,1,74,193,,
1,403.2,101,127,170,170,170,,,1,74,193,,
2,403.11,171,,,,,,,1,74,193,,
2,403.12,171,,,,,,,1,74,193,,
2,403.21,170,,,,,,,1,74,193,,
2,403.22,170,,,,,,,1,74,193,,
0,404,,54,89,89,89,,,1,74,193,,
1,404.1,89,115,162,162,162,,,1,74,193,,
1,404.2,89,121,171,171,171,,,1,74,193,,
2,404.11,162,,,,,,,1,74,193,,
2,404.12,162,,,,,,,1,74,193,,
2,404.21,171,,,,,,,1,74,193,,
2,404.22,171,,,,,,,1,74,193,,
0,418,40,65,106,106,106,,,0.5,74,193,28.8 m,19
1,418.1,106,,,,,142,,,74,193,,
1,418.2,106,140,184,184,184,,,1,74,193,,
2,418.21,184,,,,,,,1,74,193,,
2,418.22,184,,,,,,,1,74,193,,
0,419,,64,108,108,108,,,,74,193,,
1,419.1,108,142,,,,147,,,74,193,,
1,419.2,108,142,,,,152,,,74,193,,
0,420,,58,,,,86,,,74,193,,
0,426,9,51,93,93,93,,,0.5,74,193,28.8 m,20
1,426.1,93,,,,,99,,,74,193,,
1,426.2,93,188,,,,,,1,74,193,,
0,427,36,54,102,102,102,,,,74,193,,
1,427.1,102,,,,,114,,,74,193,,
1,427.2,102,,,,,115,,,74,193,,
0,428,29,49,92,92,92,,,,74,193,,
1,428.1,92,,,,,113,,,74,193,,
1,428.2,92,112,,,,119,,,74,193,,
0,429,,63,105,105,105,,,0.5,74,193,,
1,429.1,105,142,,,,156,,,74,193,,
1,429.2,105,142,193,193,193,,,1,74,193,,
2,429.21,193,,,,,,,1,74,193,,
2,429.22,193,,,,,,,1,74,193,,
0,430,,36,78,78,78,,,,74,193,,
1,430.1,78,,,,,103,,,74,193,,
1,430.2,78,,,,,103,,,74,193,,
0,600,9,42,,82,84,,,,74,193,V28.8m,1
1,600.1,84,,,,,103,,,74,193,,
1,600.2,84,,,,,104,,,74,193,,
0,601,29,55,,91,94,,,0.5,74,193,,
1,601.1,94,123,,,,131,,,74,193,,
1,601.2,94,123,,167,169,,,1,74,193,,
0,602,16,42,,85,88,,,,74,193,,
1,602.1,88,,,,,107,,,74,193,,
1,602.2,88,,,,,108,,,74,193,,
0,604,21,58,,92,95,,,1,74,193,,
1,604.1,95,135,,182,185,,,1,74,193,,
1,604.2,95,135,,181,183,,,1,74,193,,
0,605,39,62,,111,113,,,,74,193,,
1,605.1,113,,,,,126,,,74,193,,
1,605.2,113,,,,,136,,,74,193,,
0,606,25,59,,,,113,,,74,193,,
0,607,28,65,,108,110,,,,74,193,,
1,607.1,110,140,,,,144,,,74,193,,
1,607.2,110,,,,,139,,,74,193,,
0,608,22,54,,103,105,,,0.5,74,193,,2
1,608.1,105,,,,,116,,,74,193,,
1,608.2,105,190,,,,,,1,74,193,,
0,609,36,55,,97,100,,,,74,193,,
1,609.1,100,,,,,125,,,74,193,,
1,609.2,100,,,,,128,,,74,193,,
0,610,36,63,,97,99,,,0.5,74,193,,
1,610.1,99,,,,,117,,,74,193,,
1,610.2,99,122,,161,164,,,1,74,193,,
0,611,32,56,,95,97,,,1,74,193,,3
1,611.1,97,119,,172,175,,,1,74,193,,
1,611.2,97,119,,181,184,,,1,74,193,,
0,612,29,50,,89,91,,,,74,193,,
1,612.1,91,118,,,,127,,,74,193,,
1,612.2,91,120,,,,129,,,74,193,,
0,613,45,74,,121,123,,,1,74,193,,
1,613.1,123,155,,,,,,1,74,193,,
1,613.2,123,,,,,,,1,74,193,,
0,614,39,71,,,,94,,,74,193,,
0,615,25,50,,,,91,,,74,193,,4
0,616,27,61,,,,97,,,74,193,,
0,617,21,52,,86,88,,,,74,193,,
1,617.1,88,,,,,104,,,74,193,,
1,617.2,88,,,,,104,,,74,193,,
0,618,25,57,,102,104,,,0.5,74,193,,5
1,618.1,104,,,,,144,,,74,193,,
1,618.2,104,147,,,,,,1,74,193,,
0,619,50,74,,108,110,,,,74,193,,
1,619.1,110,,,,,111,,,74,193,,
1,619.2,110,,,,,111,,,74,193,,
0,620,26,60,,100,102,,,5,74,193,,
1,620.1,102,130,,,,,131,5,74,193,,
1,620.2,102,132,,,,183,,1,74,193,,
0,621,26,45,,92,95,,,,74,193,,7
1,621.1,95,,,,,100,,,74,193,,
1,621.2,95,,,,,100,,,74,193,,
0,622,17,48,,88,91,,,,74,193,,
1,622.1,91,120,,,,142,,,74,193,,
1,622.2,91,,,,,125,,,74,193,,
0,623,22,51,,91,94,,,,74,193,,8
1,623.1,94,,,,,125,,,74,193,,
1,623.2,94,,,,,129,,,74,193,,
0,624,39,74,,130,133,,,1,74,193,,
1,624.1,133,171,,,,,,1,74,193,,
1,624.2,133,180,,,,,,1,74,193,,
0,625,39,70,,,,94,,,74,193,,9
0,626,25,58,,98,100,,,,74,193,,
1,626.1,100,,,,,111,,,74,193,,
1,626.2,100,,,,,115,,,74,193,,
0,627,28,56,,94,96,,,,74,193,,10
1,627.1,96,,,,,120,,,74,193,,
1,627.2,96,120,,,,125,,,74,193,,
0,628,29,60,,,,90,,,74,193,,
0,629,37,62,,109,111,,,,74,193,,
1,629.1,111,130,,,,132,,,74,193,,
1,629.2,111,,,,,136,,,74,193,,
0,630,42,70,,111,113,,,,74,193,,
1,630.1,113,,,,,123,,,74,193,,
1,630.2,113,,,,,123,,,74,193,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,war vorher bei weißen Zellen...
,,,,,,,,,,,,,war vorher bei weißen Zellen...
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,war vorher bei weißen Zellen...
,,,,,,,,,,,,,war vorher bei weißen Zellen...
,,,,,,,,,,,,,war vorher bei weißen Zellen...
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,cell lost
