generation,cell,birth,white (end),green (end),round (start),cell division,cell death,cell lost,überlebt,TRAIL,video end,
1,962.1,85,,,,,92,,,81,175,
1,962.2,85,,,,,95,,,81,175,
0,963,29,52,84,84,84,,,,81,175,
1,963.1,84,,,,,94,,,81,175,
1,963.2,84,,,,,95,,,81,175,
0,964,,76,,,,94,,,81,175,
0,965,30,53,83,83,83,,,,81,175,
1,965.1,83,,,,,90,,,81,175,
1,965.2,83,,,,,90,,,81,175,
0,967,30,54,88,88,88,,,,81,175,
1,967.1,88,,,,,89,,,81,175,
1,967.2,88,,,,,89,,,81,175,
0,968,25,53,,,,90,,,81,175,
0,969,26,61,,,,87,,,81,175,
0,976,37,60,,,,96,,,81,175,
0,977,30,52,85,85,85,,,1,81,175,
1,977.1,85,115,,,,,,1,81,175,
1,977.2,85,,,,,,,1,81,175,
0,978,42,68,115,115,115,,,0.5,81,175,
1,978.1,115,,,,,116,,,81,175,
1,978.2,115,,,,,,,1,81,175,
0,981,57,80,,,,89,,,81,175,
0,986,25,49,83,83,83,,,1,81,175,
1,986.1,83,108,157,157,157,,,1,81,175,
2,986.11,157,,,,,,,1,81,175,
2,986.12,157,,,,,,,1,81,175,
1,986.2,83,,,,,,,1,81,175,
0,989,56,80,,,,92,,,81,175,
0,991,49,79,,,,89,,,81,175,
0,992,46,70,,,,94,,,81,175,
0,993,27,52,84,84,84,,,,81,175,V32.1 Scene 4
1,993.1,84,,,,,92,,,81,175,
1,993.2,84,,,,,92,,,81,175,
0,994,27,50,92,92,92,92,,,81,175,
1,994.1,92,,,,,94,,,81,175,
1,994.2,92,,,,,94,,,81,175,
0,995,,53,94,94,94,,,,81,175,
1,995.1,94,,,,,95,,,81,175,
1,995.2,94,,,,,95,,,81,175,
0,999,33,61,104,104,104,,,1,81,175,
1,999.1,104,,,,,,,1,81,175,
1,999.2,104,,,,,,,1,81,175,
0,1000,33,54,87,87,87,,,,81,175,
1,1000.1,87,,,,,92,,,81,175,
1,1000.2,87,,,,,93,,,81,175,
0,1001,,65,,,,93,,,81,175,
0,1002,,49,86,86,86,,,,81,175,
1,1002.1,86,,,,,91,,,81,175,
1,1002.2,86,,,,,91,,,81,175,
0,1004,34,58,99,99,99,,,,81,175,
1,1004.1,99,,,,,116,,,81,175,
1,1004.2,99,,,,,116,,,81,175,
0,1016,50,77,,,,92,,,81,175,
0,1017,44,67,,,,90,,,81,175,
0,1018,54,79,,,,93,,,81,175,
0,1022,30,50,87,87,87,,,,81,175,
1,1022.1,87,,,,,94,,,81,175,
1,1022.2,87,,,,,97,,,81,175,
0,1028,52,76,,,,89,,,81,175,
0,1030,23,54,87,87,87,,,,81,175,
1,1030.1,87,,,,,90,,,81,175,
1,1030.2,87,,,,,90,,,81,175,
0,1031,47,76,,,,91,,,81,175,
0,1032,43,76,,,,106,,,81,175,
0,1033,48,75,,,,104,,,81,175,
0,1035,47,69,,,,98,,,81,175,
0,1036,47,69,112,112,112,,,1,81,175,
1,1036.1,112,,,,,,,1,81,175,
1,1036.2,112,,,,,,,1,81,175,
0,1037,50,71,,,,88,,,81,175,
0,1038,47,65,98,98,98,,,1,81,175,
1,1038.1,98,132,,,,,,1,81,175,
1,1038.2,98,,,,,,,1,81,175,
0,1039,47,65,114,114,114,,,5,81,175,
1,1039.1,114,,,,,,,1,81,175,
1,1039.2,114,,,,,,114,,81,175,
0,1041,43,67,,,,87,,,81,175,
0,1042,44,65,,,,90,,,81,175,
0,1043,55,,,,,86,,,81,175,
0,1044,25,48,83,83,83,,,,81,175,
1,1044.1,83,,,,,88,,,81,175,
1,1044.2,83,,,,,88,,,81,175,
0,1045,48,75,,,,96,,,81,175,
0,1047,52,77,,,,89,,,81,175,
0,1049,52,78,,,,90,,,81,175,
0,1056,53,76,,,,92,,,81,175,V32.1 Scene 5
0,1060,44,67,,,,92,,,81,175,
0,1064,,44,,,,91,,,81,175,
0,1066,53,77,,,,,,,81,175,
0,1067,53,78,,,,90,,,81,175,
0,1068,59,79,,,,87,,,81,175,
0,1070,31,54,83,83,83,,,,81,175,
1,1070.1,83,,,,,89,,,81,175,
1,1070.2,83,,,,,89,,,81,175,
0,1071,26,50,85,85,85,,,,81,175,
1,1071.1,85,,,,,89,,,81,175,
1,1071.2,85,,,,,89,,,81,175,
0,1073,28,52,82,82,82,,,,81,175,
1,1073.1,82,,,,,92,,,81,175,
1,1073.2,82,,,,,92,,,81,175,
0,1077,31,49,82,82,82,,,,81,175,
1,1077.1,82,,,,,90,,,81,175,
1,1077.2,82,,,,,90,,,81,175,
0,1080,51,70,108,108,108,,,,81,175,
1,1080.1,108,,,,,111,,,81,175,
1,1080.2,108,,,,,111,,,81,175,
0,1082,34,56,,,,89,,,81,175,
0,1083,50,73,,,,92,,,81,175,
0,1085,46,67,,,,91,,,81,175,
0,1088,26,43,86,86,86,,,,81,175,
1,1088.1,86,,,,,94,,,81,175,
1,1088.2,86,,,,,95,,,81,175,
0,1089,32,54,,,,86,,,81,175,
0,1090,60,81,,,,96,,,81,175,
0,1091,39,62,,,,94,,,81,175,
0,1092,29,51,82,82,82,,,,81,175,
1,1092.1,82,,,,,87,,,81,175,
1,1092.2,82,,,,,87,,,81,175,
0,1093,56,78,,,,91,,,81,175,
0,1095,3,21,,,,87,,,81,175,
0,1096,44,66,,,,88,,,81,175,
0,1097,46,71,108,108,108,,,,81,175,
1,1097.1,108,,,,,109,,,81,175,
1,1097.2,108,,,,,110,,,81,175,
0,1098,49,69,108,108,108,,,1,81,175,
1,1098.1,108,,,,,,,1,81,175,
1,1098.2,108,,,,,,,1,81,175,
0,1099,31,70,,,,109,,,81,175,
